,Unnamed: 0,State,County,Female Civilians,Female Officers,Male Civilians,Male Officers,Crime Cleared Count aggravated-assault,Crime Cleared Count arson,Crime Cleared Count burglary,Crime Cleared Count homicide,Crime Cleared Count human-trafficing,Crime Cleared Count larceny,Crime Cleared Count motor-vehicle-theft,Crime Cleared Count property-crime,Crime Cleared Count rape,Crime Cleared Count rape-legacy,Crime Cleared Count robbery,Crime Cleared Count violent-crime,Total Crime Count aggravated-assault,Total Crime Count arson,Total Crime Count burglary,Total Crime Count homicide,Total Crime Count human-trafficing,Total Crime Count larceny,Total Crime Count motor-vehicle-theft,Total Crime Count property-crime,Total Crime Count rape,Total Crime Count rape-legacy,Total Crime Count robbery,Total Crime Count violent-crime,Total Cleared,Total Crime,Total Clear Rate,Total Female Workforce,Total Male Workforce,Total Workforce,Total Officers,Total Violent Cleared,Total Non-Violent Cleared,Total Violent Crime,Total Non-Violent Crime
132,132,IOWA,AUDUBON,4,1,0,9,2,0,1,0,0,7,0,8,0,0,1,3,3,0,4,0,0,50,1,55,0,0,1,4,22,118,0.186440678,5,9,14,10,6,16,8,110
133,133,IOWA,BENTON,11,0,9,25,7,0,2,1,0,4,0,6,0,0,0,8,17,0,30,0,0,32,4,66,2,0,0,19,28,170,0.164705882,11,34,45,25,16,12,38,132
134,134,IOWA,BOONE,10,0,9,32,44,0,6,0,0,24,7,37,2,0,1,47,62,3,71,0,0,131,13,215,1,0,2,65,168,563,0.298401421,10,41,51,32,94,74,130,433
135,135,IOWA,CALHOUN,4,0,1,6,4,0,3,0,0,2,1,6,0,0,0,4,5,0,35,0,0,34,9,78,0,0,0,5,20,166,0.120481928,4,7,11,6,8,12,10,156
136,136,IOWA,CERRO GORDO,39,6,25,76,47,1,36,3,0,325,11,372,0,0,2,52,53,2,360,3,0,1019,32,1411,3,0,6,65,849,2954,0.287406906,45,101,146,82,104,745,130,2824
137,137,IOWA,DAVIS,1,0,1,11,3,0,3,0,0,4,0,7,0,0,0,3,4,0,3,0,0,6,1,10,0,0,0,4,20,28,0.714285714,1,12,13,11,6,14,8,20
138,138,IOWA,DELAWARE,9,1,4,22,21,0,15,0,0,61,3,79,1,0,1,23,21,0,61,1,0,115,7,183,1,0,1,24,204,414,0.492753623,10,26,36,23,46,158,48,366
139,139,IOWA,FRANKLIN,3,0,1,14,2,0,3,0,0,4,1,8,3,0,0,5,3,0,3,0,0,8,3,14,2,0,1,6,26,40,0.65,3,15,18,14,10,16,12,28
140,140,IOWA,GUTHRIE,4,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,23,2,35,0,0,0,0,2,70,0.028571429,4,10,14,9,0,2,0,70
141,141,IOWA,HAMILTON,16,1,5,21,23,0,7,0,0,32,0,39,3,0,0,26,23,0,26,0,0,110,10,146,3,0,0,26,130,344,0.377906977,17,26,43,22,52,78,52,292
142,142,IOWA,HANCOCK,0,3,0,8,6,0,6,0,0,2,1,9,0,0,0,6,14,0,37,0,0,13,4,54,5,0,0,19,30,146,0.205479452,3,8,11,11,12,18,38,108
143,143,IOWA,JEFFERSON,9,10,0,31,11,0,17,1,0,58,6,81,0,0,0,12,15,3,126,1,0,223,26,375,3,0,0,19,186,791,0.235145386,19,31,50,41,24,162,38,753
144,144,IOWA,KEOKUK,3,1,2,8,8,0,0,0,0,2,1,3,0,0,0,8,12,1,32,0,0,22,2,56,1,0,0,13,22,139,0.158273381,4,10,14,9,16,6,26,113
145,145,IOWA,LINN,124,47,21,354,159,10,131,2,0,1057,52,1240,5,0,26,192,293,28,1652,5,0,4434,443,6529,97,0,112,507,2874,14100,0.203829787,171,375,546,401,384,2490,1014,13086
146,146,IOWA,MADISON,7,0,1,16,13,0,5,0,0,13,1,19,0,0,0,13,16,0,44,0,0,92,7,143,1,0,0,17,64,320,0.2,7,17,24,16,26,38,34,286
147,147,IOWA,MONROE,7,0,3,11,1,0,0,0,0,1,3,4,0,0,0,1,6,0,45,0,0,44,10,99,3,0,0,9,10,216,0.046296296,7,14,21,11,2,8,18,198
148,148,IOWA,OSCEOLA,4,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,4,1,18,0,0,37,3,58,2,0,1,7,2,131,0.015267176,4,9,13,9,0,2,14,117
149,149,IOWA,UNION,6,1,4,16,16,0,1,0,0,21,5,27,0,0,1,17,31,0,27,0,0,164,15,206,0,0,2,33,88,478,0.184100418,7,20,27,17,34,54,66,412
150,150,IOWA,WAPELLO,23,2,18,48,64,7,40,2,0,225,19,284,7,0,5,78,96,12,287,2,0,825,109,1221,20,0,8,126,731,2706,0.270140429,25,66,91,50,156,575,252,2454
151,151,IOWA,WEBSTER,9,5,13,51,59,1,19,0,0,317,14,350,2,0,11,72,117,8,136,2,0,910,59,1105,20,0,24,163,845,2544,0.332154088,14,64,78,56,144,701,326,2218
152,152,IOWA,WINNEBAGO,1,0,3,14,4,0,3,0,0,5,1,9,0,0,0,4,4,0,12,0,0,14,1,27,2,0,0,6,26,66,0.393939394,1,17,18,14,8,18,12,54
153,153,IOWA,WINNESHIEK,17,2,4,21,8,0,0,1,0,30,4,34,1,0,0,10,12,0,6,1,0,96,8,110,3,0,0,16,88,252,0.349206349,19,25,44,23,20,68,32,220
154,154,KANSAS,ANDERSON,0,0,0,17,4,0,1,0,0,13,1,15,2,0,0,6,8,1,28,0,0,67,4,99,3,0,1,12,42,223,0.188340807,0,17,17,17,12,30,24,199
155,155,KANSAS,CHEROKEE,14,2,21,42,25,0,8,0,0,13,1,22,2,0,0,27,55,7,123,0,0,242,34,399,4,0,5,64,98,933,0.105037513,16,63,79,44,54,44,128,805
156,156,KANSAS,COWLEY,10,8,22,66,55,4,23,0,0,145,16,184,6,0,3,64,100,5,216,0,0,776,75,1067,23,0,4,127,500,2393,0.20894275,18,88,106,74,128,372,254,2139
157,157,KANSAS,ELLSWORTH,5,0,6,17,2,0,0,0,0,3,1,4,0,0,0,2,3,0,19,0,0,34,6,59,2,0,0,5,12,128,0.09375,5,23,28,17,4,8,10,118
158,158,KANSAS,HARPER,3,1,4,15,10,0,5,0,0,8,1,14,1,0,0,11,11,1,50,0,0,73,3,126,4,0,0,15,50,283,0.176678445,4,19,23,16,22,28,30,253
159,159,KANSAS,HASKELL,3,0,1,9,2,0,0,0,0,1,0,1,0,0,0,2,2,0,3,0,0,20,3,26,1,0,0,3,6,58,0.103448276,3,10,13,9,4,2,6,52
160,160,KANSAS,JACKSON,14,2,2,38,10,1,4,3,0,7,6,17,3,0,0,16,15,2,44,0,0,111,17,172,5,0,0,20,67,386,0.17357513,16,40,56,40,32,35,40,346
161,161,KANSAS,JOHNSON,273,166,72,1130,354,7,93,5,0,1862,120,2075,91,0,40,490,648,38,1061,6,0,7103,958,9122,216,0,123,993,5137,20268,0.25345372,439,1202,1641,1296,980,4157,1986,18282
162,162,KANSAS,KINGMAN,12,2,1,14,5,0,4,0,0,5,1,10,0,0,1,6,9,1,49,0,0,99,6,154,3,0,1,13,32,335,0.095522388,14,15,29,16,12,20,26,309
163,163,KANSAS,PAWNEE,0,1,1,19,8,0,0,0,0,14,1,15,3,0,1,12,16,5,53,0,0,64,7,124,3,0,1,20,54,293,0.184300341,1,20,21,20,24,30,40,253
164,164,KANSAS,RAWLINS,4,2,1,3,0,0,0,0,0,2,0,2,3,0,0,3,3,0,3,0,0,35,2,40,2,0,0,5,10,90,0.111111111,6,4,10,5,6,4,10,80
165,165,KANSAS,REPUBLIC,1,0,0,14,3,1,2,0,0,3,1,6,2,0,0,5,3,2,10,0,0,31,2,43,2,0,0,5,23,98,0.234693878,1,14,15,14,10,13,10,88
166,166,KANSAS,TREGO,1,1,1,8,3,1,0,0,0,2,1,3,0,0,0,3,10,1,11,0,0,20,2,33,0,0,0,10,13,87,0.149425287,2,9,11,9,6,7,20,67
167,167,KANSAS,WASHINGTON,0,0,0,7,1,0,2,0,0,4,1,7,0,0,0,1,4,0,8,0,0,12,4,24,0,0,0,4,16,56,0.285714286,0,7,7,7,2,14,8,48
168,168,KENTUCKY,ADAIR,2,0,9,19,20,0,25,11,0,19,3,47,37,0,0,68,19,10,65,9,0,64,17,146,47,0,1,76,230,454,0.50660793,2,28,30,19,136,94,152,302
169,169,KENTUCKY,BALLARD,2,0,1,13,2,1,4,0,0,3,2,9,0,0,0,2,3,1,26,0,0,26,5,57,1,0,1,5,23,125,0.184,2,14,16,13,4,19,10,115
170,170,KENTUCKY,BATH,2,0,0,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,0,0,24,3,43,1,0,1,2,4,90,0.044444444,2,9,11,9,0,4,4,86
171,171,KENTUCKY,BOYD,3,2,5,88,30,2,45,5,0,335,24,404,26,0,7,68,43,11,237,4,0,913,70,1220,40,0,16,103,946,2657,0.356040647,5,93,98,90,136,810,206,2451
172,172,KENTUCKY,CASEY,1,0,1,10,1,0,4,0,0,1,1,6,0,0,0,1,1,0,25,0,0,17,11,53,0,0,0,1,14,108,0.12962963,1,11,12,10,2,12,2,106
173,173,KENTUCKY,ELLIOTT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0
174,174,KENTUCKY,GALLATIN,0,0,0,5,3,0,2,0,0,3,1,6,0,0,0,3,3,1,21,0,0,39,5,65,0,0,0,3,18,137,0.131386861,0,5,5,5,6,12,6,131
175,175,KENTUCKY,KNOX,0,2,1,16,8,1,13,0,0,9,5,27,0,0,2,10,9,1,64,0,0,77,36,177,1,0,5,15,75,385,0.194805195,2,17,19,18,20,55,30,355
176,176,KENTUCKY,LARUE,1,0,0,12,2,0,1,0,0,2,1,4,0,0,0,2,4,1,12,0,0,29,10,51,0,0,0,4,12,111,0.108108108,1,12,13,12,4,8,8,103
177,177,KENTUCKY,LEE,1,0,0,6,0,0,1,0,0,1,0,2,0,0,0,0,0,0,6,0,0,2,6,14,0,0,0,0,4,28,0.142857143,1,6,7,6,0,4,0,28
178,178,KENTUCKY,LOGAN,1,3,2,38,12,0,27,0,0,39,5,71,5,0,4,21,26,3,124,2,0,257,21,402,6,0,10,44,184,895,0.205586592,4,40,44,41,42,142,88,807
179,179,KENTUCKY,MCLEAN,0,0,13,8,2,0,6,0,0,7,2,15,0,0,0,2,4,0,20,0,0,22,6,48,0,0,0,4,34,104,0.326923077,0,21,21,8,4,30,8,96
180,180,KENTUCKY,MEADE,3,0,7,19,3,0,6,0,0,12,1,19,0,0,0,3,11,0,70,0,0,60,23,153,0,0,1,12,44,330,0.133333333,3,26,29,19,6,38,24,306
181,181,KENTUCKY,MUHLENBERG,2,0,0,37,9,0,12,1,0,56,4,72,0,0,0,10,12,0,35,1,0,127,12,174,1,0,2,16,164,380,0.431578947,2,37,39,37,20,144,32,348
182,182,KENTUCKY,OWEN,2,1,4,7,0,0,3,0,0,3,0,6,0,0,0,0,0,0,24,0,0,26,2,52,0,0,0,0,12,104,0.115384615,3,11,14,8,0,12,0,104
183,183,KENTUCKY,ROWAN,14,0,5,42,18,4,34,6,0,86,13,133,30,0,3,57,28,13,153,8,0,305,26,484,47,0,7,90,384,1161,0.330749354,14,47,61,42,114,270,180,981
184,184,KENTUCKY,RUSSELL,1,2,2,20,3,0,6,0,0,19,1,26,2,0,0,5,6,0,28,0,0,68,9,105,2,0,0,8,62,226,0.274336283,3,22,25,22,10,52,16,210
185,185,KENTUCKY,WOODFORD,3,4,1,40,4,0,6,0,0,28,0,34,4,0,0,8,7,0,110,0,0,301,17,428,4,0,4,15,84,886,0.094808126,7,41,48,44,16,68,30,856
186,186,MAINE,KENNEBEC,90,28,72,440,61,2,66,2,0,643,29,738,19,0,17,99,84,4,334,4,0,1568,65,1967,45,0,27,160,1676,4258,0.393612024,118,512,630,468,198,1478,320,3938
187,187,MAINE,LINCOLN,6,0,0,45,19,0,22,0,0,96,8,126,5,0,1,25,28,0,87,0,0,303,22,412,17,0,2,47,302,918,0.328976035,6,45,51,45,50,252,94,824
188,188,MAINE,SOMERSET,4,4,0,46,22,0,33,2,0,189,12,234,4,0,3,31,25,1,163,2,0,682,30,875,25,0,10,62,530,1875,0.282666667,8,46,54,50,62,468,124,1751
189,189,MARYLAND,CALVERT,25,6,8,146,80,12,66,1,0,300,18,384,7,0,10,98,110,18,238,1,0,905,41,1184,14,0,15,140,976,2666,0.366091523,31,154,185,152,196,780,280,2386
190,190,MARYLAND,DORCHESTER,12,6,2,119,76,3,49,4,0,175,14,238,9,0,12,101,108,6,214,4,0,695,41,950,12,0,30,154,681,2214,0.307588076,18,121,139,125,202,479,308,1906
191,191,MARYLAND,FREDERICK,74,44,42,364,380,11,144,4,0,796,41,981,27,0,71,482,453,23,465,2,0,2585,118,3168,39,0,115,609,2937,7577,0.38762043,118,406,524,408,964,1973,1218,6359
192,192,MARYLAND,HARFORD,98,38,39,411,305,10,116,9,0,905,17,1038,28,0,67,409,380,33,569,9,0,2813,90,3472,42,0,121,552,2904,8081,0.359361465,136,450,586,449,818,2086,1104,6977
193,193,MARYLAND,PRINCE GEORGE'S,283,329,146,2031,745,6,276,39,0,1711,148,2135,122,0,234,1140,1607,40,2950,88,0,14362,3372,20684,277,0,1530,3502,6556,48412,0.13542097,612,2177,2789,2360,2280,4276,7004,41408
194,194,MARYLAND,TALBOT,21,23,11,138,32,0,34,0,0,121,4,159,11,0,5,48,48,3,150,0,0,544,14,708,18,0,16,82,414,1583,0.261528743,44,149,193,161,96,318,164,1419
195,195,MARYLAND,WORCESTER,53,17,15,215,63,1,71,3,0,426,10,507,11,0,11,88,93,3,289,3,0,1512,32,1833,17,0,39,152,1191,3973,0.299773471,70,230,300,232,176,1015,304,3669
196,196,MASSACHUSETTS,BARNSTABLE,79,51,24,494,518,4,141,2,0,491,52,684,27,0,18,565,673,13,852,1,0,2347,135,3334,74,0,35,783,2502,8247,0.303383048,130,518,648,545,1130,1372,1566,6681
197,197,MASSACHUSETTS,BERKSHIRE,22,18,14,220,276,1,83,1,0,301,10,394,27,0,15,319,484,13,648,3,0,1423,68,2139,80,0,50,617,1427,5525,0.258280543,40,234,274,238,638,789,1234,4291
198,198,MASSACHUSETTS,NANTUCKET,13,5,4,29,2,0,9,0,0,1,0,10,0,0,0,2,20,0,51,0,0,249,9,309,4,0,2,26,24,670,0.035820896,18,33,51,34,4,20,52,618
199,199,MICHIGAN,ALGER,5,1,4,13,9,1,3,0,0,19,2,24,3,0,0,12,10,1,10,0,0,48,3,61,5,0,0,15,73,153,0.477124183,6,17,23,14,24,49,30,123
200,200,MICHIGAN,CHEBOYGAN,9,1,9,41,13,2,11,0,0,91,3,105,12,0,0,25,14,2,54,0,0,293,6,353,22,0,1,37,262,782,0.335038363,10,50,60,42,50,212,74,708
201,201,MICHIGAN,CLARE,5,1,5,29,60,5,21,1,0,90,11,122,18,0,1,80,79,10,114,1,0,348,21,483,33,0,2,115,409,1206,0.339137645,6,34,40,30,160,249,230,976
202,202,MICHIGAN,CRAWFORD,13,1,7,28,19,0,8,0,0,21,1,30,7,0,0,26,21,3,58,0,0,143,9,210,16,0,0,37,112,497,0.225352113,14,35,49,29,52,60,74,423
203,203,MICHIGAN,GLADWIN,10,0,15,23,33,0,10,0,0,43,8,61,8,0,0,41,37,0,81,0,0,128,12,221,19,0,1,57,204,556,0.366906475,10,38,48,23,82,122,114,442
204,204,MICHIGAN,GRATIOT,6,3,11,45,21,3,5,1,0,26,3,34,8,0,0,30,43,5,72,1,0,443,20,535,32,0,2,78,131,1231,0.106417547,9,56,65,48,60,71,156,1075
205,205,MICHIGAN,IONIA,13,6,21,52,38,2,14,0,0,91,6,111,35,0,0,73,73,6,126,2,0,468,24,618,86,0,1,162,370,1566,0.236270754,19,73,92,58,146,224,324,1242
206,206,MICHIGAN,KENT,202,100,264,769,634,16,185,10,0,2406,113,2704,111,0,85,840,1533,103,1981,17,0,9138,775,11894,416,0,479,2445,7104,28781,0.246829506,302,1033,1335,869,1680,5424,4890,23891
207,207,MICHIGAN,LEELANAU,19,2,15,28,12,1,2,0,0,5,1,8,0,0,1,13,13,1,25,0,0,60,6,91,4,0,2,19,43,221,0.194570136,21,43,64,30,26,17,38,183
208,208,MICHIGAN,MARQUETTE,37,11,51,145,76,2,31,2,0,197,16,244,24,0,4,106,97,3,101,3,0,799,35,935,47,0,9,156,702,2185,0.321281465,48,196,244,156,212,490,312,1873
209,209,MICHIGAN,MISSAUKEE,10,0,3,14,11,0,9,0,0,36,1,46,6,0,0,17,19,0,33,1,0,116,4,153,11,0,1,32,126,370,0.340540541,10,17,27,14,34,92,64,306
210,210,MICHIGAN,OCEANA,9,3,7,65,66,1,27,1,0,63,5,95,25,0,1,93,104,5,172,1,0,497,22,691,58,0,5,168,377,1723,0.218804411,12,72,84,68,186,191,336,1387
211,211,MICHIGAN,ONTONAGON,0,1,0,5,2,0,1,0,0,3,2,6,0,0,0,2,15,0,14,0,0,17,6,37,4,0,0,19,16,112,0.142857143,1,5,6,6,4,12,38,74
212,212,MICHIGAN,SAGINAW,86,26,47,215,316,4,72,4,0,491,24,587,36,0,29,385,906,40,842,19,0,2312,151,3305,127,0,108,1160,1948,8970,0.217168339,112,262,374,241,770,1178,2320,6650
213,213,MICHIGAN,SHIAWASSEE,18,1,13,59,71,2,28,0,0,141,10,179,15,0,5,91,115,15,202,0,0,622,36,860,68,0,12,195,542,2125,0.255058824,19,72,91,60,182,360,390,1735
214,214,MINNESOTA,CARLTON,18,6,15,42,29,3,13,1,0,209,7,229,1,0,2,33,43,5,110,1,0,728,41,879,17,0,5,66,527,1895,0.278100264,24,57,81,48,66,461,132,1763
215,215,MINNESOTA,CHIPPEWA,3,2,8,18,1,0,9,0,0,48,5,62,1,0,0,2,2,0,28,0,0,106,10,144,1,0,0,3,128,294,0.43537415,5,26,31,20,4,124,6,288
216,216,MINNESOTA,DAKOTA,95,75,69,445,314,5,150,2,0,2307,99,2556,84,0,62,462,381,25,1026,3,0,6660,447,8133,161,0,136,681,6041,17653,0.342208123,170,514,684,520,924,5117,1362,16291
217,217,MINNESOTA,FREEBORN,25,4,27,46,14,2,12,1,0,101,12,125,2,0,2,19,15,2,54,1,0,333,23,410,2,0,4,22,290,866,0.334872979,29,73,102,50,38,252,44,822
218,218,MINNESOTA,HENNEPIN,552,345,418,2049,1302,23,727,23,0,6501,299,7527,193,0,463,1981,2852,145,5395,40,0,26605,2878,34878,709,0,2209,5810,19039,81521,0.233547184,897,2467,3364,2394,3962,15077,11620,69901
219,219,MINNESOTA,LAC QUI PARLE,4,0,1,10,0,0,0,0,0,9,0,9,0,0,0,0,0,1,15,0,0,31,0,46,1,0,0,1,18,95,0.189473684,4,11,15,10,0,18,2,93
220,220,MINNESOTA,MARTIN,14,3,8,27,5,0,9,0,0,54,4,67,7,0,2,14,6,0,42,0,0,169,10,221,12,0,3,21,162,484,0.334710744,17,35,52,30,28,134,42,442
221,221,MINNESOTA,MEEKER,18,1,8,30,7,0,6,1,0,30,3,39,6,0,0,14,8,1,37,1,0,168,21,226,15,0,0,24,106,501,0.211576846,19,38,57,31,28,78,48,453
222,222,MINNESOTA,MILLE LACS,26,7,32,76,18,0,92,2,0,394,60,546,8,0,5,33,23,2,133,2,0,592,73,798,8,0,8,41,1158,1680,0.689285714,33,108,141,83,66,1092,82,1598
223,223,MINNESOTA,NICOLLET,19,2,14,39,13,2,37,0,0,155,5,197,1,0,1,15,15,4,71,0,0,286,11,368,3,0,2,20,426,780,0.546153846,21,53,74,41,30,396,40,740
224,224,MINNESOTA,OTTER TAIL,30,2,22,56,33,5,62,1,0,252,18,332,6,0,1,41,35,5,262,1,0,580,27,869,9,0,1,46,751,1835,0.409264305,32,78,110,58,82,669,92,1743
225,225,MINNESOTA,PENNINGTON,12,4,13,48,6,0,2,0,0,33,1,36,0,0,0,6,7,0,17,0,0,93,8,118,1,0,0,8,84,252,0.333333333,16,61,77,52,12,72,16,236
226,226,MINNESOTA,PIPESTONE,5,0,5,14,2,0,1,0,0,8,0,9,0,0,0,2,3,0,12,0,0,47,1,60,0,0,0,3,22,126,0.174603175,5,19,24,14,4,18,6,120
227,227,MINNESOTA,POPE,6,2,2,15,4,0,3,0,0,13,0,16,0,0,0,4,5,0,10,0,0,44,5,59,0,0,0,5,40,128,0.3125,8,17,25,17,8,32,10,118
228,228,MINNESOTA,RAMSEY,338,208,442,1400,424,6,275,15,0,2816,213,3304,57,0,112,608,1213,129,3129,19,0,11003,2284,16416,257,0,818,2307,7830,37575,0.208383234,546,1842,2388,1608,1216,6614,4614,32961
229,229,MINNESOTA,RICE,23,8,16,81,37,0,23,2,0,179,13,215,7,0,4,50,63,5,126,2,0,724,73,923,26,0,11,102,530,2055,0.257907543,31,97,128,89,100,430,204,1851
230,230,MINNESOTA,STEVENS,9,3,3,16,4,0,6,0,0,33,4,43,6,0,0,10,6,0,32,0,0,88,5,125,10,0,0,16,106,282,0.375886525,12,19,31,19,20,86,32,250
231,231,MINNESOTA,SWIFT,8,1,2,17,8,0,2,0,0,4,0,6,0,0,0,8,8,0,13,0,0,24,2,39,0,0,0,8,28,94,0.29787234,9,19,28,18,16,12,16,78
232,232,MINNESOTA,WASECA,6,4,11,29,9,0,8,0,0,59,3,70,7,0,0,16,10,0,41,0,0,191,16,248,9,0,0,19,172,534,0.322097378,10,40,50,33,32,140,38,496
233,233,MISSISSIPPI,ATTALA,4,1,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,31,36,27,0,0,0,0
234,234,MISSISSIPPI,CHOCTAW,3,1,3,12,1,1,5,0,0,5,0,10,0,0,0,1,6,1,35,0,0,57,1,93,0,0,0,6,23,199,0.115577889,4,15,19,13,2,21,12,187
235,235,MISSISSIPPI,COPIAH,11,2,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,45,58,38,0,0,0,0
236,236,MISSISSIPPI,COVINGTON,7,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,23,30,21,0,0,0,0
237,237,MISSISSIPPI,HANCOCK,25,10,37,104,42,0,25,1,0,133,8,166,0,1,4,48,52,2,180,3,0,634,74,888,0,1,3,59,428,1896,0.225738397,35,141,176,114,96,332,118,1778
238,238,MISSISSIPPI,HOLMES,11,1,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,37,49,32,0,0,0,0
239,239,MISSISSIPPI,ISSAQUENA,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,6,4,0,0,0,0
240,240,MISSISSIPPI,JASPER,6,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,20,26,16,0,0,0,0
241,241,MISSISSIPPI,KEMPER,1,1,6,17,3,0,0,0,0,3,0,3,0,0,2,5,7,1,31,0,0,26,1,58,0,0,3,10,16,137,0.116788321,2,23,25,18,10,6,20,117
242,242,MISSISSIPPI,LAMAR,22,1,19,45,6,0,18,1,0,15,0,33,0,0,1,8,79,0,270,1,0,415,7,692,0,7,9,96,82,1576,0.052030457,23,64,87,46,16,66,192,1384
243,243,MISSISSIPPI,LOWNDES,36,3,24,96,4,0,7,1,0,6,5,18,0,1,1,7,43,10,224,1,0,309,30,563,0,16,15,75,50,1286,0.038880249,39,120,159,99,14,36,150,1136
244,244,MISSISSIPPI,MADISON,37,12,53,183,41,0,36,1,0,571,9,616,3,0,23,68,56,5,172,1,0,971,61,1204,6,5,53,121,1368,2655,0.515254237,49,236,285,195,136,1232,242,2413
245,245,MISSISSIPPI,PRENTISS,8,3,7,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,29,0,0,0,1,0,60,0,11,45,56,41,0,0,2,58
246,246,MISSISSIPPI,SHARKEY,3,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,12,15,11,0,0,0,0
247,247,MISSISSIPPI,SIMPSON,20,1,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,1,13,0,0,1,1,0,28,0,21,42,63,34,0,0,2,26
248,248,MISSISSIPPI,SMITH,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,12,7,0,0,0,0
249,249,MISSISSIPPI,TATE,9,4,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,35,48,32,0,0,0,0
