STATENAME,COUNTYNAME,ADDRESS_CITY,actual,cleared
NEW JERSEY,BURLINGTON,COOKSTOWN,12,12
NEW JERSEY,BURLINGTON,DELANCO,204,26
NEW JERSEY,BURLINGTON,DELRAN,556,80
NEW JERSEY,BURLINGTON,EASTAMPTON,142,28
NEW JERSEY,BURLINGTON,EDGEWATER PARK,372,98
NEW JERSEY,BURLINGTON,FIELDSBORO,16,6
NEW JERSEY,BURLINGTON,FLORENCE,204,76
NEW JERSEY,BURLINGTON,JOBSTOWN,58,10
NEW JERSEY,BURLINGTON,LUMBERTON,469,118
NEW JERSEY,BURLINGTON,MAPLE SHADE,712,104
NEW JERSEY,BURLINGTON,MARLTON,1389,358
NEW JERSEY,BURLINGTON,MEDFORD,408,105
NEW JERSEY,BURLINGTON,MEDFORD LAKES,76,10
NEW JERSEY,BURLINGTON,MOORESTOWN,1309,316
NEW JERSEY,BURLINGTON,MOUNT HOLLY,695,67
NEW JERSEY,BURLINGTON,MOUNT LAUREL,1326,226
NEW JERSEY,BURLINGTON,PALMYRA,422,148
NEW JERSEY,BURLINGTON,PEMBERTON,1592,213
NEW JERSEY,BURLINGTON,RIVERSIDE,44,44
NEW JERSEY,BURLINGTON,RIVERTON,108,20
NEW JERSEY,BURLINGTON,WESTAMPTON,325,72
NEW JERSEY,BURLINGTON,WILLINGBORO,1473,216
NEW JERSEY,BURLINGTON,WRIGHTSTOWN,64,20
NEW JERSEY,CAMDEN,ATCO,158,22
NEW JERSEY,CAMDEN,AUDUBON,736,260
NEW JERSEY,CAMDEN,BARRINGTON,214,22
NEW JERSEY,CAMDEN,BELLMAWR,578,99
NEW JERSEY,CAMDEN,BERLIN,300,90
NEW JERSEY,CAMDEN,BLACKWOOD,2246,602
NEW JERSEY,CAMDEN,BRADDOCK,365,147
NEW JERSEY,CAMDEN,BROOKLAWN,458,190
NEW JERSEY,CAMDEN,CAMDEN,8832,2194
NEW JERSEY,CAMDEN,CHERRY HILL,4083,1613
NEW JERSEY,CAMDEN,CHESILHURST,100,12
NEW JERSEY,CAMDEN,CLEMENTON,367,30
NEW JERSEY,CAMDEN,COLLINGSWOOD,836,145
NEW JERSEY,CAMDEN,GIBBSBORO,66,2
NEW JERSEY,CAMDEN,GLOUCESTER CITY,589,99
NEW JERSEY,CAMDEN,HADDON HEIGHTS,156,26
NEW JERSEY,CAMDEN,HADDONFIELD,394,52
NEW JERSEY,CAMDEN,HI-NELLA,38,10
NEW JERSEY,CAMDEN,LAUREL SPRINGS,88,0
NEW JERSEY,CAMDEN,LAWNSIDE,268,134
NEW JERSEY,CAMDEN,LINDENWOLD,1206,307
NEW JERSEY,CAMDEN,MAGNOLIA,166,28
NEW JERSEY,CAMDEN,MERCHANTVILLE,81,25
NEW JERSEY,CAMDEN,MOUNT EPHRAIM,351,65
NEW JERSEY,CAMDEN,OAKLYN,411,103
NEW JERSEY,CAMDEN,PENNSAUKEN,2071,258
NEW JERSEY,CAMDEN,PINE HILL,428,60
NEW JERSEY,CAMDEN,PINE VALLEY,0,0
NEW JERSEY,CAMDEN,RUNNEMEDE,736,140
NEW JERSEY,CAMDEN,SOMEDALE,498,180
NEW JERSEY,CAMDEN,STRATFORD,314,68
NEW JERSEY,CAMDEN,VOORHEES,994,210
NEW JERSEY,CAMDEN,WEST BERLIN,519,314
NEW JERSEY,CAMDEN,WESTMONT,818,304
NEW JERSEY,CAPE MAY,AVALON,388,26
NEW JERSEY,CAPE MAY,CAPE MAY,757,228
NEW JERSEY,CAPE MAY,CAPE MAY COURT HOUSE,1072,413
NEW JERSEY,CAPE MAY,ERMA,814,128
NEW JERSEY,CAPE MAY,NORTH WILDWOOD,390,64
NEW JERSEY,CAPE MAY,OCEAN CITY,757,139
NEW JERSEY,CAPE MAY,SEA ISLE,494,40
NEW JERSEY,CAPE MAY,STONE HARBOR,202,30
NEW JERSEY,CAPE MAY,WEST WILDWOOD,40,0
NEW JERSEY,CAPE MAY,WILDWOOD,942,188
NEW JERSEY,CAPE MAY,WILDWOOD CREST,246,60
NEW JERSEY,MERCER,EAST WINDSOR,489,158
NEW JERSEY,MERCER,EWING,1652,365
NEW JERSEY,MERCER,HAMILTON,3361,639
NEW JERSEY,MERCER,HIGHTSTOWN,94,22
NEW JERSEY,MERCER,LAWRENCEVILLE,1419,647
NEW JERSEY,MERCER,PENNINGTON,16,6
NEW JERSEY,MERCER,PRINCETON,496,68
NEW JERSEY,MERCER,PRINCETON JUNCTION,941,274
NEW JERSEY,MERCER,ROBBINSVILLE,138,14
NEW JERSEY,MERCER,TITUSVILLE,218,40
NEW JERSEY,MERCER,TRENTON,6792,1080
NEW JERSEY,MONMOUTH,ABERDEEN,330,122
NEW JERSEY,MONMOUTH,ALLENHURST,32,10
NEW JERSEY,MONMOUTH,ALLENTOWN,20,2
NEW JERSEY,MONMOUTH,ASBURY PARK,2200,390
NEW JERSEY,MONMOUTH,ATLANTIC HIGHLANDS,74,16
NEW JERSEY,MONMOUTH,AVON-BY-THE-SEA,60,6
NEW JERSEY,MONMOUTH,BELMAR,385,3
NEW JERSEY,MONMOUTH,BRADLEY BEACH,170,40
NEW JERSEY,MONMOUTH,BRIELLE,44,6
NEW JERSEY,MONMOUTH,COLTS NECK,134,22
NEW JERSEY,MONMOUTH,DEAL,84,20
NEW JERSEY,MONMOUTH,EATONTOWN,880,400
NEW JERSEY,MONMOUTH,ENGLISHTOWN,90,20
NEW JERSEY,MONMOUTH,FAIR HAVEN,83,3
NEW JERSEY,MONMOUTH,FREEHOLD,1596,440
NEW JERSEY,MONMOUTH,HAZLET,434,134
NEW JERSEY,MONMOUTH,HIGHLANDS,60,26
NEW JERSEY,MONMOUTH,HOLMDEL,340,88
NEW JERSEY,MONMOUTH,HOWELL,859,360
NEW JERSEY,MONMOUTH,INTERLAKEN,22,4
NEW JERSEY,MONMOUTH,KEANSBURG,428,178
NEW JERSEY,MONMOUTH,KEYPORT,233,48
NEW JERSEY,MONMOUTH,LAKE COMO,78,2
NEW JERSEY,MONMOUTH,LINCROFT,46,2
NEW JERSEY,MONMOUTH,LITTLE SILVER,94,22
NEW JERSEY,MONMOUTH,LONG BRANCH,1718,378
NEW JERSEY,MONMOUTH,MANALAPAN,536,98
NEW JERSEY,MONMOUTH,MANASQUAN,238,14
NEW JERSEY,MONMOUTH,MARLBORO,506,140
NEW JERSEY,MONMOUTH,MATAWAN,74,22
NEW JERSEY,MONMOUTH,MIDDLETOWN,907,196
NEW JERSEY,MONMOUTH,MONMOUTH BEACH,108,24
NEW JERSEY,MONMOUTH,NEPTUNE,2153,618
NEW JERSEY,MONMOUTH,NEPTUNE CITY,310,92
NEW JERSEY,MONMOUTH,OAKHURST,1303,505
NEW JERSEY,MONMOUTH,OCEANPORT,102,18
NEW JERSEY,MONMOUTH,RED BANK,460,110
NEW JERSEY,MONMOUTH,RUMSON,80,4
NEW JERSEY,MONMOUTH,SEA BRIGHT,8,0
NEW JERSEY,MONMOUTH,SEA GIRT,64,22
NEW JERSEY,MONMOUTH,SHREWSBURY,118,28
NEW JERSEY,MONMOUTH,SPRING LAKE,108,18
NEW JERSEY,MONMOUTH,SPRING LAKE HEIGHTS,32,18
NEW JERSEY,MONMOUTH,TINTON FALLS,556,118
NEW JERSEY,MONMOUTH,UNION BEACH,84,12
NEW JERSEY,MONMOUTH,WALL TOWNSHIP,545,293
NEW JERSEY,MONMOUTH,WEST LONG BRANCH,284,60
NEW MEXICO,BERNALILLO,ALBUQUERQUE,98578,15741
NEW MEXICO,BERNALILLO,ISLETA,16,4
NEW MEXICO,DE BACA,FORT SUMNER,66,10
NEW MEXICO,GUADALUPE,SANTA ROSA,176,34
NEW MEXICO,HARDING,MOSQUERO,0,0
NEW MEXICO,LINCOLN,CAPITAN,62,42
NEW MEXICO,LINCOLN,CARRIZOZO,284,42
NEW MEXICO,LINCOLN,RUIDOSO,464,84
NEW MEXICO,LINCOLN,RUIDOSO DOWNS,342,246
NEW MEXICO,LOS ALAMOS,LOS ALAMOS,316,184
NEW MEXICO,MCKINLEY,GALLUP,4823,966
NEW MEXICO,MCKINLEY,RAMAH,22,12
NEW MEXICO,MCKINLEY,ZUNI,32,32
NEW MEXICO,ROOSEVELT,PORTALES,1146,38
NEW MEXICO,SAN JUAN,AZTEC,3250,808
NEW MEXICO,SAN JUAN,BLOOMFIELD,450,54
NEW MEXICO,SAN JUAN,FARMINGTON,4319,904
NEW MEXICO,SIERRA,T OR C,461,116
NEW MEXICO,SIERRA,TRUTH OR CONSEQUENCES,223,65
NEW MEXICO,TORRANCE,ESTANCIA,563,110
NEW MEXICO,TORRANCE,MORIARTY,160,36
NEW YORK,CHEMUNG,CANANDAIGUA,606,264
NEW YORK,CHEMUNG,ELMIRA,3169,1563
NEW YORK,CHEMUNG,ELMIRA HEIGHTS,151,99
NEW YORK,CHEMUNG,HORSEHEADS,204,102
NEW YORK,CHEMUNG,WEST ELMIRA,6,2
NEW YORK,MADISON,CANASTOTA,571,78
NEW YORK,MADISON,CAZENOVIA,54,8
NEW YORK,MADISON,CHITTENANGO,26,20
NEW YORK,MADISON,HAMILTON,28,18
NEW YORK,MADISON,MORRISVILLE,62,32
NEW YORK,MADISON,ONEIDA,1447,635
NEW YORK,MADISON,WAMPSVILLE,265,104
NEW YORK,NEW YORK,BRONX,28,8
NEW YORK,NEW YORK,NEW YORK,350432,124286
NEW YORK,OSWEGO,CENTRAL SQUARE,92,76
NEW YORK,OSWEGO,FULTON,745,271
NEW YORK,OSWEGO,ONEIDA,1592,483
NEW YORK,OSWEGO,OSWEGO,2081,880
NEW YORK,OSWEGO,PHOENIX,50,12
NEW YORK,OSWEGO,PULASKI,66,2
NEW YORK,OTSEGO,COOPERSTOWN,182,104
NEW YORK,OTSEGO,ONEONTA,693,120
NEW YORK,OTSEGO,SIDNEY,684,248
NEW YORK,PUTNAM,BREWSTER,26,4
NEW YORK,PUTNAM,CARMEL,614,156
NEW YORK,PUTNAM,COLD SPRING,0,0
NEW YORK,PUTNAM,KENT LAKES,114,54
NEW YORK,PUTNAM,MAHOPAC,224,132
NEW YORK,PUTNAM,POUGHKEEPSIE,205,38
NEW YORK,RENSSELAER,CASTLETON,110,32
NEW YORK,RENSSELAER,HOOSICK FALLS,50,14
NEW YORK,RENSSELAER,LOUDONVILLE,895,311
NEW YORK,RENSSELAER,NASSAU,16,4
NEW YORK,RENSSELAER,RENSSELAER,932,553
NEW YORK,RENSSELAER,TROY,5228,1360
NEW YORK,SCHOHARIE,COBLESKILL,346,184
NEW YORK,SCHOHARIE,LOUDONVILLE,324,67
NEW YORK,SCHOHARIE,SCHOHARIE,104,50
NEW YORK,SCHUYLER,CANANDAIGUA,40,6
NEW YORK,SCHUYLER,WATKINS GLEN,188,156
NEW YORK,STEUBEN,ADDISON,44,2
NEW YORK,STEUBEN,ATLANTA,4,0
NEW YORK,STEUBEN,BATH,590,202
NEW YORK,STEUBEN,CANANDAIGUA,1134,443
NEW YORK,STEUBEN,CANISTEO,20,20
NEW YORK,STEUBEN,CORNING,764,173
NEW YORK,STEUBEN,HAMMONDSPORT,24,2
NEW YORK,STEUBEN,HORNELL,282,110
NEW YORK,STEUBEN,PAINTED POST,168,26
NEW YORK,STEUBEN,WAYLAND,20,14
NEW YORK,ULSTER,ELLENVILLE,258,52
NEW YORK,ULSTER,HIGHLAND,204,148
NEW YORK,ULSTER,KINGSTON,1606,232
NEW YORK,ULSTER,LAKE KATRINE,634,456
NEW YORK,ULSTER,MIDDLETOWN,983,288
NEW YORK,ULSTER,MILTON,158,32
NEW YORK,ULSTER,MODENA,124,12
NEW YORK,ULSTER,NEW PALTZ,454,144
NEW YORK,ULSTER,OLIVEBRIDGE,0,0
NEW YORK,ULSTER,ROSENDALE,50,4
NEW YORK,ULSTER,SAUGERTIES,454,108
NEW YORK,ULSTER,SHANDAKEN,62,4
NEW YORK,ULSTER,SHOKAN,38,4
NEW YORK,ULSTER,WALLKILL,118,16
NEW YORK,ULSTER,WOODSTOCK,128,26
NORTH CAROLINA,ALLEGHANY,ROARING GAP,0,0
NORTH CAROLINA,ALLEGHANY,SPARTA,204,56
NORTH CAROLINA,ANSON,LILESVILLE,0,0
NORTH CAROLINA,ANSON,MORVEN,0,0
NORTH CAROLINA,ANSON,POLKTON,0,0
NORTH CAROLINA,ANSON,WADESBORO,1402,507
NORTH CAROLINA,AVERY,BANNER ELK,36,12
NORTH CAROLINA,AVERY,ELK PARK,0,0
NORTH CAROLINA,AVERY,LINVILLE,0,0
NORTH CAROLINA,AVERY,NEWLAND,416,127
NORTH CAROLINA,AVERY,SUGAR MOUNTAIN,8,0
NORTH CAROLINA,BRUNSWICK,BALD HEAD ISLAND,70,2
NORTH CAROLINA,BRUNSWICK,BOLIVIA,1099,305
NORTH CAROLINA,BRUNSWICK,CASWELL BEACH,0,0
NORTH CAROLINA,BRUNSWICK,HOLDEN BEACH,0,0
NORTH CAROLINA,BRUNSWICK,LELAND,907,375
NORTH CAROLINA,BRUNSWICK,NAVASSA,0,0
NORTH CAROLINA,BRUNSWICK,OAK ISLAND,445,152
NORTH CAROLINA,BRUNSWICK,OCEAN ISLE BEACH,6,0
NORTH CAROLINA,BRUNSWICK,SHALLOTTE,326,134
NORTH CAROLINA,BRUNSWICK,SOUTHPORT,375,64
NORTH CAROLINA,BRUNSWICK,SUNSET BEACH,0,0
NORTH CAROLINA,CALDWELL,GRANITE FALLS,576,366
NORTH CAROLINA,CALDWELL,HUDSON,222,122
NORTH CAROLINA,CALDWELL,LENOIR,4540,1164
NORTH CAROLINA,CALDWELL,RHODHISS,0,0
NORTH CAROLINA,CAMDEN,CAMDEN,148,2
NORTH CAROLINA,CAMDEN,SOUTH MILLS,0,0
NORTH CAROLINA,CHATHAM,PITTSBORO,1611,720
NORTH CAROLINA,CHATHAM,SILER CITY,778,232
NORTH CAROLINA,CUMBERLAND,FAYETTEVILLE,24750,8597
NORTH CAROLINA,CUMBERLAND,HOPE MILLS,1706,242
NORTH CAROLINA,CUMBERLAND,SPRING LAKE,1208,130
NORTH CAROLINA,DAVIDSON,LEXINGTON,4780,1411
NORTH CAROLINA,DAVIDSON,THOMASVILLE,2383,959
NORTH CAROLINA,EDGECOMBE,PINETOPS,0,0
NORTH CAROLINA,EDGECOMBE,TARBORO,1917,797
NORTH CAROLINA,FRANKLIN,BUNN,36,6
NORTH CAROLINA,FRANKLIN,FRANKLINTON,32,8
NORTH CAROLINA,FRANKLIN,LOUISBURG,2122,496
NORTH CAROLINA,FRANKLIN,YOUNGSVILLE,82,30
NORTH CAROLINA,GASTON,BELMONT,1096,578
NORTH CAROLINA,GASTON,BESSEMER CITY,195,52
NORTH CAROLINA,GASTON,CHERRYVILLE,382,156
NORTH CAROLINA,GASTON,CRAMERTON,0,2
NORTH CAROLINA,GASTON,DALLAS,0,0
NORTH CAROLINA,GASTON,GASTONIA,9323,3669
NORTH CAROLINA,GASTON,LOWELL,0,0
NORTH CAROLINA,GASTON,MOUNT HOLLY,667,211
NORTH CAROLINA,GASTON,RANLO,0,0
NORTH CAROLINA,GASTON,STANLEY,192,56
NORTH CAROLINA,GATES,GATESVILLE,0,0
NORTH CAROLINA,GUILFORD,GIBSONVILLE,202,76
NORTH CAROLINA,GUILFORD,GREENSBORO,25570,6869
NORTH CAROLINA,GUILFORD,HIGH POINT,9417,4377
NORTH CAROLINA,HARNETT,ANGIER,289,66
NORTH CAROLINA,HARNETT,COATS,64,16
NORTH CAROLINA,HARNETT,DUNN,0,0
NORTH CAROLINA,HARNETT,ERWIN,427,188
NORTH CAROLINA,HARNETT,LILLINGTON,4351,1421
NORTH CAROLINA,HERTFORD,AHOSKIE,668,288
NORTH CAROLINA,HERTFORD,MURFREESBORO,94,30
NORTH CAROLINA,HERTFORD,WINTON,496,124
NORTH CAROLINA,HOKE,RAEFORD,1306,232
NORTH CAROLINA,MACON,FRANKLIN,1384,252
NORTH CAROLINA,MACON,HIGHLANDS,134,66
NORTH CAROLINA,NEW HANOVER,CAROLINA BEACH,361,120
NORTH CAROLINA,NEW HANOVER,CASTLE HAYNE,3887,1090
NORTH CAROLINA,NEW HANOVER,KURE BEACH,0,0
NORTH CAROLINA,NEW HANOVER,WILMINGTON,11496,2817
NORTH CAROLINA,NEW HANOVER,WRIGHTSVILLE BCH,385,156
NORTH CAROLINA,PITT,AYDEN,448,134
NORTH CAROLINA,PITT,BETHEL,54,16
NORTH CAROLINA,PITT,FARMVILLE,402,150
NORTH CAROLINA,PITT,GREENVILLE,10435,3248
NORTH CAROLINA,PITT,GRIFTON,0,0
NORTH CAROLINA,PITT,WINTERVILLE,326,108
NORTH CAROLINA,SAMPSON,CLINTON,3090,747
NORTH CAROLINA,SAMPSON,NEWTON GROVE,0,0
NORTH CAROLINA,SAMPSON,SALEMBURG,0,0
NORTH CAROLINA,STOKES,DANBURY,1635,270
NORTH CAROLINA,STOKES,KING,523,226
NORTH CAROLINA,SWAIN,BRYSON CITY,450,103
NORTH CAROLINA,SWAIN,CHEROKEE,1416,142
NORTH CAROLINA,WAKE,APEX,1303,371
NORTH CAROLINA,WAKE,CARY,3621,1181
NORTH CAROLINA,WAKE,FUQUAY VARINA,1016,457
NORTH CAROLINA,WAKE,GARNER,2159,814
