PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,320,8.0,0.293,0.10,31.72,"65,990",3.6,25.00,28.87,32.82,35.69,38.12,"52,000","60,040","68,270","74,240","79,280",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,340,4.3,0.318,0.43,52.99,"110,210",1.5,35.36,41.93,54.54,62.34,72.30,"73,550","87,210","113,450","129,670","150,380",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-3031,Fish and Game Wardens,detailed,40,0.0,0.033,0.70,41.07,"85,430",3.8,32.81,38.07,42.10,46.03,48.68,"68,240","79,180","87,560","95,730","101,250",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,690",3.0,4.321,0.92,48.97,"101,860",1.7,35.91,42.57,49.12,56.27,62.53,"74,700","88,540","102,160","117,040","130,060",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-9021,Private Detectives and Investigators,detailed,260,17.7,0.240,1.18,27.60,"57,400",7.8,15.22,20.29,23.71,32.14,47.84,"31,660","42,200","49,310","66,850","99,500",,
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,4.3,0.188,0.26,61.79,"128,520",3.9,34.72,43.04,67.26,77.07,86.42,"72,220","89,530","139,900","160,300","179,760",,
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",33-3021,Detectives and Criminal Investigators,detailed,80,3.8,0.275,0.37,55.58,"115,610",6.3,40.51,44.55,56.65,67.98,71.44,"84,260","92,670","117,830","141,400","148,600",,
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,320",14.7,4.409,0.94,50.55,"105,130",2.7,32.85,41.64,52.62,59.44,66.45,"68,330","86,610","109,450","123,630","138,220",,
CA,39820,"Redding, CA",33-3021,Detectives and Criminal Investigators,detailed,40,8.9,0.729,0.98,48.74,"101,380",4.0,38.94,42.32,47.28,52.01,62.60,"81,000","88,030","98,340","108,180","130,200",,
CA,39820,"Redding, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,300,2.6,4.922,1.05,45.79,"95,230",4.9,30.44,35.69,48.30,53.99,60.03,"63,320","74,230","100,460","112,290","124,860",,
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,260,3.3,0.193,0.27,68.05,"141,540",3.1,36.03,51.08,66.14,77.06,97.00,"74,950","106,250","137,570","160,290","201,770",,
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-3012,Correctional Officers and Jailers,detailed,"4,500",11.2,3.303,1.07,34.36,"71,460",6.5,23.67,27.56,38.59,40.63,41.79,"49,220","57,330","80,270","84,510","86,930",,
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-3021,Detectives and Criminal Investigators,detailed,"1,020",7.1,0.748,1.00,45.49,"94,620",2.2,38.87,41.92,43.20,48.26,58.54,"80,850","87,200","89,850","100,380","121,750",,
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"5,760",19.5,4.224,0.90,43.36,"90,190",1.9,27.90,35.36,44.38,51.00,57.56,"58,040","73,560","92,320","106,080","119,720",,
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-9021,Private Detectives and Investigators,detailed,90,21.6,0.065,0.32,27.50,"57,200",5.7,15.92,20.04,24.06,31.47,47.14,"33,120","41,690","50,040","65,450","98,060",,
CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,410,1.9,0.445,0.62,61.93,"128,820",3.8,38.83,48.08,64.47,68.93,77.95,"80,760","100,010","134,100","143,370","162,140",,
CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",33-3012,Correctional Officers and Jailers,detailed,"2,250",7.6,2.464,0.80,30.43,"63,300",3.1,18.66,18.67,31.30,40.24,41.48,"38,820","38,830","65,110","83,700","86,270",,
CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",33-3021,Detectives and Criminal Investigators,detailed,"1,030",2.8,1.126,1.51,41.72,"86,770",2.3,25.67,32.82,39.24,51.69,60.08,"53,400","68,270","81,630","107,520","124,970",,
CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,010",4.8,4.391,0.94,43.49,"90,460",2.3,26.24,36.26,45.65,52.57,56.50,"54,570","75,420","94,950","109,340","117,520",,
CA,41500,"Salinas, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,6.5,0.380,0.53,53.02,"110,280",5.1,34.16,38.49,45.09,68.07,77.95,"71,060","80,060","93,780","141,590","162,140",,
CA,41500,"Salinas, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,560,15.4,3.395,0.72,40.62,"84,490",4.4,26.85,30.85,41.18,50.08,54.01,"55,850","64,170","85,660","104,180","112,350",,
CA,41740,"San Diego-Carlsbad, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,570,4.3,0.414,0.58,62.04,"129,040",3.4,42.25,53.48,61.20,71.96,77.35,"87,880","111,240","127,290","149,670","160,900",,
CA,41740,"San Diego-Carlsbad, CA",33-3012,Correctional Officers and Jailers,detailed,"2,580",9.6,1.859,0.60,33.15,"68,960",6.9,23.91,27.82,33.83,39.47,41.01,"49,740","57,880","70,370","82,100","85,310",,
CA,41740,"San Diego-Carlsbad, CA",33-3021,Detectives and Criminal Investigators,detailed,"3,130",0.5,2.254,3.01,45.67,"94,990",4.4,36.91,40.96,42.20,48.41,62.74,"76,770","85,200","87,790","100,690","130,500",,
CA,41740,"San Diego-Carlsbad, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,720",4.7,3.406,0.73,39.56,"82,280",4.0,26.71,32.35,39.41,47.18,53.09,"55,560","67,280","81,980","98,140","110,420",,
CA,41740,"San Diego-Carlsbad, CA",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,29.09,"60,500",7.7,15.70,22.97,32.01,35.36,37.36,"32,660","47,780","66,590","73,540","77,710",,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,180,9.2,0.170,0.24,66.04,"137,360",2.5,40.79,52.84,68.08,77.07,83.80,"84,840","109,920","141,600","160,300","174,300",,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,370,1.0,0.343,0.46,57.68,"119,980",4.6,36.09,44.58,60.80,70.29,76.32,"75,070","92,730","126,460","146,200","158,740",,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,460",13.1,4.179,0.89,52.91,"110,050",2.5,41.18,45.51,52.67,60.76,70.03,"85,650","94,650","109,550","126,390","145,650",,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",33-9021,Private Detectives and Investigators,detailed,140,27.0,0.127,0.63,35.66,"74,180",4.3,19.66,24.48,33.51,46.43,57.91,"40,880","50,920","69,700","96,580","120,460",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,130,7.8,0.124,0.17,78.15,"162,560",6.5,39.88,55.70,75.71,93.24,#,"82,950","115,860","157,480","193,940",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-3021,Detectives and Criminal Investigators,detailed,180,27.7,0.177,0.24,50.74,"105,540",8.2,32.23,36.73,50.66,66.27,74.30,"67,030","76,390","105,380","137,840","154,550",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"3,950",27.0,3.776,0.81,56.65,"117,840",2.4,41.07,50.98,57.17,63.94,75.42,"85,420","106,050","118,920","133,000","156,880",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,36.69,"76,320",2.6,21.98,26.72,34.36,45.80,56.50,"45,710","55,570","71,460","95,270","117,520",,
CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,8.0,0.368,0.52,65.67,"136,600",5.7,42.55,49.48,64.48,74.11,80.71,"88,510","102,920","134,120","154,150","167,880",,
CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",33-3021,Detectives and Criminal Investigators,detailed,30,31.6,0.309,0.41,44.79,"93,160",6.7,32.54,35.84,39.89,54.48,62.77,"67,690","74,550","82,960","113,310","130,570",,
CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,440,22.8,3.868,0.83,42.16,"87,690",3.2,29.20,34.73,42.24,52.41,54.91,"60,730","72,230","87,870","109,000","114,200",,
CA,42034,"San Rafael, CA Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,17.1,0.348,0.49,69.23,"144,010",3.7,51.12,58.70,69.16,80.62,94.20,"106,330","122,100","143,850","167,690","195,940",,
CA,42034,"San Rafael, CA Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,350,29.2,3.179,0.68,46.80,"97,350",2.2,33.49,40.72,47.37,53.34,60.42,"69,650","84,700","98,520","110,940","125,680",,
CA,42100,"Santa Cruz-Watsonville, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,440,1.6,4.721,1.01,49.72,"103,410",1.7,35.36,42.09,50.61,57.07,63.45,"73,560","87,540","105,270","118,700","131,980",,
CA,42200,"Santa Maria-Santa Barbara, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,8.9,0.224,0.31,72.26,"150,290",5.5,53.34,58.44,67.82,83.09,98.45,"110,950","121,550","141,070","172,820","204,770",,
CA,42200,"Santa Maria-Santa Barbara, CA",33-3021,Detectives and Criminal Investigators,detailed,30,0.0,0.182,0.24,49.62,"103,210",2.7,41.02,44.35,48.80,58.18,63.34,"85,310","92,260","101,500","121,020","131,740",,
CA,42200,"Santa Maria-Santa Barbara, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,670,8.7,3.694,0.79,46.41,"96,530",2.3,37.13,42.15,46.56,51.02,56.63,"77,230","87,680","96,850","106,110","117,800",,
CA,42220,"Santa Rosa, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.9,0.211,0.30,62.03,"129,010",2.9,39.28,42.94,61.33,75.93,87.66,"81,700","89,320","127,560","157,940","182,330",,
CA,42220,"Santa Rosa, CA",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.194,0.26,42.59,"88,580",1.9,25.41,32.22,38.94,53.01,68.27,"52,860","67,010","81,000","110,260","142,010",,
CA,42220,"Santa Rosa, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,590,2.4,3.064,0.65,51.03,"106,130",2.2,35.92,44.82,53.08,58.35,62.67,"74,710","93,230","110,410","121,360","130,340",,
CA,44700,"Stockton-Lodi, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,6.8,0.223,0.31,53.06,"110,370",6.6,28.88,33.86,62.57,67.50,77.07,"60,070","70,420","130,150","140,400","160,300",,
CA,44700,"Stockton-Lodi, CA",33-3012,Correctional Officers and Jailers,detailed,"1,660",0.0,7.284,2.37,30.77,"64,010",3.3,13.60,24.62,32.86,39.85,41.01,"28,280","51,220","68,340","82,890","85,300",,
CA,44700,"Stockton-Lodi, CA",33-3021,Detectives and Criminal Investigators,detailed,120,40.1,0.530,0.71,45.92,"95,500",3.9,29.07,33.89,39.46,60.49,72.87,"60,470","70,490","82,080","125,810","151,560",,
CA,44700,"Stockton-Lodi, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,010",24.2,4.454,0.95,36.72,"76,390",7.4,19.93,23.23,33.70,51.93,57.64,"41,460","48,320","70,100","108,020","119,880",,
CA,46700,"Vallejo-Fairfield, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,22.5,0.521,0.73,60.60,"126,050",6.3,33.68,47.50,65.58,68.93,75.12,"70,050","98,800","136,410","143,360","156,240",,
CA,46700,"Vallejo-Fairfield, CA",33-3021,Detectives and Criminal Investigators,detailed,60,30.0,0.446,0.60,43.03,"89,490",8.6,30.76,36.81,38.87,49.98,60.25,"63,980","76,560","80,850","103,960","125,320",,
CA,46700,"Vallejo-Fairfield, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,600,15.4,4.693,1.00,47.92,"99,680",5.0,31.08,41.34,51.13,54.87,60.69,"64,650","85,980","106,350","114,140","126,230",,
CA,46700,"Vallejo-Fairfield, CA",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,28.92,"60,150",5.7,20.82,26.31,28.56,30.81,34.58,"43,300","54,720","59,410","64,090","71,930",,
CA,47300,"Visalia-Porterville, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,16.0,0.206,0.29,66.38,"138,070",4.2,48.32,55.92,62.90,73.75,85.95,"100,510","116,320","130,830","153,410","178,770",,
CA,47300,"Visalia-Porterville, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,940,2.9,6.414,1.37,35.98,"74,840",3.8,25.98,28.52,33.65,42.61,51.93,"54,030","59,330","69,990","88,630","108,020",,
CA,49700,"Yuba City, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,250,37.5,6.242,1.33,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CO,14500,"Boulder, CO",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.254,0.34,35.53,"73,910",2.4,23.51,29.88,35.54,39.86,47.53,"48,910","62,140","73,930","82,920","98,870",,
CO,14500,"Boulder, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,630,0.2,3.561,0.76,35.08,"72,960",1.6,27.45,31.76,35.25,38.74,44.26,"57,090","66,050","73,320","80,570","92,060",,
CO,17820,"Colorado Springs, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,110,1.7,0.404,0.57,43.46,"90,410",2.7,23.67,32.32,45.22,52.38,62.49,"49,240","67,230","94,050","108,950","129,970",,
CO,17820,"Colorado Springs, CO",33-3021,Detectives and Criminal Investigators,detailed,160,2.8,0.587,0.79,36.23,"75,360",4.3,24.09,27.43,33.41,41.03,57.60,"50,110","57,050","69,490","85,340","119,810",,
CO,17820,"Colorado Springs, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,240",2.0,4.626,0.99,32.09,"66,740",3.1,22.11,27.79,33.37,37.12,39.37,"46,000","57,790","69,410","77,200","81,890",,
CO,19740,"Denver-Aurora-Lakewood, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,840,0.8,0.596,0.84,48.27,"100,400",1.7,39.97,42.61,47.02,53.66,61.80,"83,140","88,630","97,800","111,610","128,550",,
CO,19740,"Denver-Aurora-Lakewood, CO",33-3012,Correctional Officers and Jailers,detailed,"1,660",0.3,1.171,0.38,25.02,"52,050",1.6,19.58,21.04,23.50,29.09,34.72,"40,720","43,760","48,870","60,500","72,210",,
CO,19740,"Denver-Aurora-Lakewood, CO",33-3021,Detectives and Criminal Investigators,detailed,"1,120",0.3,0.790,1.06,44.14,"91,810",2.3,27.14,34.67,43.34,50.06,65.47,"56,450","72,120","90,150","104,130","136,170",,
CO,19740,"Denver-Aurora-Lakewood, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,200",1.2,2.966,0.63,35.97,"74,820",1.7,26.21,31.86,36.37,41.61,46.88,"54,520","66,270","75,650","86,540","97,510",,
CO,19740,"Denver-Aurora-Lakewood, CO",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,24.91,"51,810",5.8,15.89,17.61,21.01,28.54,42.98,"33,050","36,630","43,700","59,370","89,400",,
CO,22660,"Fort Collins, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,1.7,0.392,0.55,51.26,"106,610",2.6,42.17,45.06,49.88,57.43,63.38,"87,720","93,730","103,740","119,460","131,840",,
CO,22660,"Fort Collins, CO",33-3021,Detectives and Criminal Investigators,detailed,60,0.0,0.381,0.51,33.92,"70,560",2.2,22.88,26.50,32.01,37.58,52.37,"47,590","55,130","66,580","78,170","108,940",,
CO,22660,"Fort Collins, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,560,1.0,3.770,0.80,34.12,"70,980",2.7,26.03,30.29,34.49,37.99,40.86,"54,150","63,010","71,740","79,020","84,980",,
CO,24300,"Grand Junction, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,0.6,0.853,1.20,45.08,"93,760",2.4,31.66,41.20,45.15,49.09,57.52,"65,850","85,700","93,900","102,100","119,640",,
CO,24300,"Grand Junction, CO",33-3021,Detectives and Criminal Investigators,detailed,60,0.0,0.959,1.28,37.06,"77,080",1.9,22.02,27.54,34.87,46.95,59.21,"45,800","57,280","72,520","97,650","123,150",,
CO,24300,"Grand Junction, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,300,2.4,5.138,1.10,29.67,"61,720",4.2,21.47,24.35,30.46,34.93,37.95,"44,650","50,650","63,350","72,660","78,930",,
CO,24540,"Greeley, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,8.5,0.709,0.99,47.16,"98,080",2.3,39.79,42.28,46.32,51.03,59.33,"82,760","87,930","96,340","106,140","123,400",,
CO,24540,"Greeley, CO",33-3021,Detectives and Criminal Investigators,detailed,50,1.6,0.515,0.69,35.91,"74,680",2.4,25.30,28.72,33.89,38.83,58.19,"52,620","59,730","70,500","80,770","121,040",,
CO,24540,"Greeley, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,450,5.4,4.680,1.00,31.68,"65,890",2.1,23.17,26.96,32.01,36.48,39.19,"48,190","56,070","66,580","75,870","81,520",,
CO,39380,"Pueblo, CO",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.0,0.657,0.92,44.09,"91,710",4.7,34.28,37.69,42.79,50.83,58.32,"71,310","78,400","89,000","105,730","121,310",,
CO,39380,"Pueblo, CO",33-3012,Correctional Officers and Jailers,detailed,590,0.0,10.288,3.35,22.41,"46,610",2.7,17.57,19.79,22.16,24.65,28.85,"36,550","41,160","46,090","51,260","60,000",,
CO,39380,"Pueblo, CO",33-3051,Police and Sheriff's Patrol Officers,detailed,300,1.7,5.290,1.13,31.18,"64,860",3.6,21.67,25.29,32.01,36.41,39.05,"45,070","52,600","66,570","75,730","81,220",,
CT,71950,"Bridgeport-Stamford-Norwalk, CT",33-1012,First-Line Supervisors of Police and Detectives,detailed,470,5.8,1.119,1.57,45.81,"95,290",1.8,34.80,41.24,45.80,49.73,59.24,"72,380","85,780","95,260","103,450","123,210",,
CT,71950,"Bridgeport-Stamford-Norwalk, CT",33-3021,Detectives and Criminal Investigators,detailed,180,3.6,0.438,0.59,42.54,"88,480",3.1,32.08,35.62,42.32,47.84,51.06,"66,720","74,100","88,020","99,510","106,210",,
CT,71950,"Bridgeport-Stamford-Norwalk, CT",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,770",3.9,4.222,0.90,34.19,"71,110",2.2,25.11,30.74,34.60,38.25,43.73,"52,220","63,930","71,960","79,560","90,950",,
CT,71950,"Bridgeport-Stamford-Norwalk, CT",33-9021,Private Detectives and Investigators,detailed,50,19.9,0.116,0.57,26.10,"54,280",10.3,12.55,16.23,28.56,34.02,35.58,"26,100","33,750","59,410","70,760","74,010",,
CT,72850,"Danbury, CT",33-1012,First-Line Supervisors of Police and Detectives,detailed,80,4.6,1.014,1.42,43.45,"90,380",2.5,35.27,40.15,43.91,47.67,50.11,"73,360","83,520","91,340","99,160","104,220",,
CT,72850,"Danbury, CT",33-3021,Detectives and Criminal Investigators,detailed,30,0.0,0.391,0.52,36.43,"75,780",3.0,31.96,33.75,35.96,38.91,40.97,"66,480","70,200","74,800","80,940","85,210",,
CT,72850,"Danbury, CT",33-3051,Police and Sheriff's Patrol Officers,detailed,260,5.0,3.280,0.70,32.53,"67,670",2.3,25.02,29.22,33.42,36.75,38.75,"52,040","60,770","69,510","76,440","80,600",,
CT,73450,"Hartford-West Hartford-East Hartford, CT",33-1012,First-Line Supervisors of Police and Detectives,detailed,630,10.9,1.090,1.53,45.43,"94,500",1.1,36.13,40.89,45.51,49.01,57.58,"75,140","85,050","94,660","101,940","119,760",,
CT,73450,"Hartford-West Hartford-East Hartford, CT",33-3021,Detectives and Criminal Investigators,detailed,380,8.7,0.650,0.87,41.73,"86,790",3.5,31.28,34.53,38.31,46.65,61.22,"65,060","71,810","79,690","97,030","127,350",,
CT,73450,"Hartford-West Hartford-East Hartford, CT",33-3051,Police and Sheriff's Patrol Officers,detailed,"2,040",10.5,3.521,0.75,33.46,"69,600",1.5,24.77,28.62,33.70,38.08,43.94,"51,520","59,530","70,090","79,210","91,400",,
CT,73450,"Hartford-West Hartford-East Hartford, CT",33-9021,Private Detectives and Investigators,detailed,110,15.4,0.196,0.97,32.75,"68,110",2.9,19.15,28.57,32.72,35.58,39.20,"39,830","59,420","68,050","74,010","81,540",,
CT,75700,"New Haven, CT",33-1012,First-Line Supervisors of Police and Detectives,detailed,390,6.8,1.400,1.96,44.00,"91,520",2.2,33.29,36.69,43.14,48.58,59.08,"69,230","76,310","89,740","101,040","122,880",,
CT,75700,"New Haven, CT",33-3021,Detectives and Criminal Investigators,detailed,220,9.6,0.798,1.07,47.78,"99,380",9.2,32.19,35.15,39.48,65.76,70.72,"66,950","73,110","82,130","136,790","147,100",,
CT,75700,"New Haven, CT",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,600",4.4,5.681,1.21,32.47,"67,540",2.1,21.93,26.10,33.22,38.26,43.94,"45,620","54,300","69,100","79,580","91,400",,
CT,75700,"New Haven, CT",33-9021,Private Detectives and Investigators,detailed,60,42.8,0.212,1.05,25.91,"53,880",13.7,17.50,20.56,25.04,32.71,35.58,"36,400","42,760","52,080","68,040","74,010",,
CT,76450,"Norwich-New London-Westerly, CT-RI",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,13.7,0.820,1.15,43.03,"89,510",1.9,32.73,36.35,43.37,48.58,54.72,"68,080","75,620","90,210","101,040","113,810",,
CT,76450,"Norwich-New London-Westerly, CT-RI",33-3021,Detectives and Criminal Investigators,detailed,50,3.0,0.375,0.50,41.96,"87,280",1.7,30.40,34.32,38.92,48.37,65.34,"63,230","71,390","80,950","100,610","135,910",,
