Unnamed: 0,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens
944,Webster County, Iowa,37050.0,39.5,42196.0,23921.0,5362.0,14.472334682861,1189.0
542,Wilcox County, Georgia,8884.0,39.3,34071.0,14536.0,1422.0,16.0063034669068,215.0
1423,Mille Lacs County, Minnesota,25788.0,40.6,51232.0,24489.0,2970.0,11.516984644020472,814.0
680,Lee County, Kentucky,6896.0,42.8,21185.0,13873.0,2360.0,34.22273781902552,255.0
2763,Oldham County, Texas,2069.0,33.2,52292.0,23644.0,215.0,10.391493475108748,43.0
425,Crawford County, Georgia,12483.0,43.7,40459.0,22183.0,2343.0,18.769526556116322,512.0
2278,Douglas County, Oregon,107375.0,47.0,42052.0,23608.0,19701.0,18.347846332945284,4889.0
3154,Caguas Municipio, Puerto Rico,136372.0,38.8,24278.0,13911.0,50464.0,37.004663713958884,8686.0
1358,Ontonagon County, Michigan,6165.0,56.6,35038.0,22428.0,928.0,15.05271695052717,266.0
2934,Louisa County, Virginia,34350.0,44.0,54662.0,28767.0,4086.0,11.89519650655022,1404.0
2887,Arlington County, Virginia,226092.0,34.1,108706.0,64746.0,19528.0,8.637191939564426,5005.0
2137,Robertson County, Tennessee,67905.0,38.5,56331.0,25534.0,7067.0,10.407186510566232,2583.0
129,Aleutians East Borough, Alaska,3299.0,42.8,65926.0,31025.0,510.0,15.459230069718096,66.0
1213,Saline County, Missouri,23214.0,37.4,40645.0,20446.0,3748.0,16.14542948220901,546.0
1246,Lincoln County, Maine,34165.0,50.1,53515.0,30022.0,4050.0,11.854236792038634,615.0
2782,Rockwall County, Texas,88010.0,37.2,89161.0,37231.0,5380.0,6.112941711169183,2457.0
1600,Lewis County, Missouri,10146.0,39.3,45708.0,20646.0,1299.0,12.80307510348906,244.0
497,Peach County, Georgia,26907.0,34.9,41128.0,20746.0,5206.0,19.34812502322816,1297.0
2406,Laurens County, South Carolina,66442.0,40.8,39848.0,20417.0,13028.0,19.608079226994974,2787.0
2791,Scurry County, Texas,17314.0,35.4,55661.0,23758.0,1261.0,7.2831234838858725,321.0
2104,Hickman County, Tennessee,24251.0,40.4,37546.0,18410.0,5181.0,21.364067461135626,779.0
1186,Montgomery County, Missouri,11820.0,44.0,41096.0,21301.0,1999.0,16.912013536379018,402.0
2143,Smith County, Tennessee,19176.0,41.2,44272.0,23108.0,3050.0,15.905298289528575,366.0
1845,Monmouth County, New Jersey,627532.0,42.6,87297.0,44504.0,47318.0,7.540332604552437,22601.0
1118,Beauregard Parish, Louisiana,36435.0,37.4,46599.0,23141.0,6815.0,18.704542335666254,1085.0
2631,Concho County, Texas,4142.0,41.3,48516.0,16599.0,293.0,7.0738773539352975,21.0
334,Duval County, Florida,900890.0,36.0,49196.0,27235.0,146252.0,16.234168433438047,39407.0
1843,Mercer County, New Jersey,371101.0,38.5,73966.0,38652.0,39606.0,10.67256622860084,16866.0
1935,Schuyler County, New York,18336.0,46.0,47229.0,25004.0,2617.0,14.272469458987784,645.0
2868,Bennington County, Vermont,36503.0,46.3,51489.0,30197.0,4692.0,12.853738048927484,1016.0
2367,Washington County, Pennsylvania,208269.0,44.3,57534.0,31561.0,20471.0,9.829115230783266,6534.0
1637,Dunn County, North Dakota,4284.0,39.9,66964.0,40102.0,490.0,11.437908496732025,81.0
1349,Missaukee County, Michigan,15032.0,43.2,42077.0,21124.0,2234.0,14.8616285258116,597.0
2063,Delaware County, Ohio,188996.0,38.0,94234.0,42985.0,9034.0,4.7799953438168,2718.0
2249,Ottawa County, Oklahoma,32022.0,38.4,37139.0,18616.0,6957.0,21.725688589095,1132.0
811,Monroe County, Indiana,143292.0,28.6,43389.0,25488.0,32044.0,22.362727856405105,5034.0
1981,Edgecombe County, North Carolina,54669.0,40.3,32298.0,18009.0,13750.0,25.15136549049736,3087.0
